target,mission,label,published_period,published_depth_ppm,published_duration_hr,mag
KIC 10958972,kepler,variable,331.78248134,,4.94,13.789
KIC 6198256,kepler,variable,3.54828691,70.9,3.281,13.79
KIC 9466429,kepler,transit,44.616751,239.7,7.831,13.791
KIC 10535897,kepler,blend,0.93372008,17.0,2.591,13.793
KIC 9959765,kepler,blend,1.33250451,27.4,4.143,13.793
KIC 8892910,kepler,eclipse,10.810132734,6165.2,4.4618,13.794
KIC 7919653,kepler,eclipse,2.105238039,94675.0,5.23595,13.796
KIC 10055126,kepler,transit,19.7383992,168.1,4.894,13.797
KIC 7778437,kepler,transit,5.014234733,6536.0,4.589,13.797
KIC 8736245,kepler,eclipse,2.534740757,364349.0,4.85013,13.798
KIC 9226339,kepler,blend,21.4618453,122.2,5.675,13.798
TIC 366622912,tess,transit,3.1148931,25980.7010915,2.3721346,13.7988
KIC 6605493,kepler,transit,9.30991834,114.5,3.455,13.799
KIC 3439096,kepler,blend,2.97601892,306.1,5.5,13.799
TIC 90504905,tess,false_positive,2.2645386,15019.9420903,3.8193701,13.7991
KIC 11769890,kepler,transit,122.8799543,717.7,7.835,13.8
KIC 7900695,kepler,variable,512.11636,315.4,9.557,13.8
KIC 11253711,kepler,transit,1.226223959,56.1,2.1689,13.8
KIC 10714072,kepler,transit,8.40693068,167.1,1.866,13.801
KIC 10971674,kepler,eclipse,2.380862632,32634.0,4.20416,13.802
KIC 9118858,kepler,variable,392.89275632,,4.93,13.802
TIC 360156606,tess,transit,27.3613778,20690.6684294,4.0586418,13.802
KIC 3323887,kepler,transit,38.90787517,6159.1,4.5271,13.803
KIC 5468555,kepler,variable,539.214259,300.6,3.464,13.803
KIC 6289459,kepler,variable,39.5931053,156.6,2.306,13.804
KIC 11442793,kepler,transit,91.9401253,482.9,9.195,13.804
TIC 158170594,tess,transit,1.7208555,10014.2587401,1.8346409,13.8046
KIC 6631721,kepler,blend,13.73808249,660.7,3.354,13.805
KIC 9639021,kepler,blend,2.21568076,43.6,1.515,13.805
KIC 9655129,kepler,eclipse,2.743978797,39994.0,6.442,13.805
KIC 9852050,kepler,variable,0.94242156,,1.89,13.806
KIC 5130563,kepler,blend,0.915782856,301.0,2.24,13.806
KIC 2141783,kepler,eclipse,116.5214317,771.5,5.577,13.806
KIC 11624249,kepler,transit,1.82708193,1164.7,1.96401,13.807
KIC 5881120,kepler,transit,4.85018974,64.5,5.676,13.809
TIC 302895996,tess,false_positive,0.567995,5208.552517,1.408867,13.8097
KIC 8293631,kepler,variable,449.557346,1193.1,17.227,13.81
KIC 5731312,kepler,eclipse,7.946367138,278086.0,2.58667,13.811
TIC 26054627,tess,transit,3.3176675,25010.0,1.796,13.8117
KIC 3858943,kepler,blend,25.9528725,164.1,12.434,13.812
KIC 6421188,kepler,eclipse,16.434352831,45699.5,5.15682,13.814
TIC 63452790,tess,transit,2.6843081,18209.9206621,2.7683352,13.814
KIC 2708172,kepler,blend,1.89114441,49.9,8.724,13.814
KIC 3851194,kepler,blend,0.918510251,52.6,2.587,13.815
KIC 8891278,kepler,eclipse,12.718711489,8378.9,2.48998,13.816
KIC 7207081,kepler,variable,239.25578975,,5.21,13.816
KIC 9873759,kepler,blend,4.99473798,99.5,3.05,13.819
KIC 7174617,kepler,eclipse,1.608363345,96134.0,2.1988,13.819
KIC 5308666,kepler,blend,0.784513087,316.6,1.9206,13.819
KIC 4826439,kepler,eclipse,1.237147407,435364.0,7.06623,13.82
TIC 96847781,tess,transit,3.5841,7727.5058354,2.689763,13.8205
KIC 5534702,kepler,variable,1.025465924,152685.0,3.71841,13.821
KIC 2305372,kepler,eclipse,1.40469182,702439.0,6.26327,13.821
TIC 405010127,tess,transit,13.2341261,18389.5092472,2.3705157,13.8215
KIC 9344623,kepler,eclipse,14.759477667,357470.0,9.7746,13.822
KIC 11649292,kepler,variable,384.558321,1330.0,4.76,13.822
KIC 7447200,kepler,transit,7.972510087,3139.0,2.9754,13.822
KIC 12110786,kepler,blend,1.112207126,54.7,1.35,13.823
TIC 44737596,tess,transit,2.788654,26339.9057953,1.8900186,13.8231
KIC 9164003,kepler,variable,149.356804,171.6,15.415,13.825
KIC 6752502,kepler,blend,4.305219002,9738.6,2.6845,13.826
KIC 6464285,kepler,eclipse,0.843651274,305452.0,2.80468,13.826
KIC 4458082,kepler,transit,8.93484887,135.9,2.579,13.827
KIC 6368175,kepler,transit,31.8245304,79.0,4.17,13.827
TIC 18885659,tess,transit,2.8890956,36105.0,2.232,13.8273
KIC 4644952,kepler,transit,31.7821117,570.2,3.856,13.828
KIC 9221517,kepler,transit,0.769854899,109.6,1.0243,13.829
KIC 11071207,kepler,variable,8.04963472,279647.0,6.00488,13.831
KIC 9334893,kepler,transit,31.8055128,141.7,3.979,13.831
KIC 8111919,kepler,blend,1.664980224,230.8,1.7455,13.831
KIC 6342980,kepler,variable,273.169948,283.3,2.701,13.831
KIC 10854768,kepler,transit,10.1171684,288.7,4.6677,13.832
KIC 9163674,kepler,eclipse,0.773144492,215961.0,4.05643,13.833
KIC 8123170,kepler,variable,1.03905082,43.8,3.035,13.835
KIC 12367310,kepler,eclipse,8.627475562,36784.3,4.65505,13.835
KIC 11752632,kepler,transit,0.984941669,81.4,1.9724,13.835
KIC 4246343,kepler,variable,139.54219147,,3.42,13.836
KIC 8415200,kepler,transit,4.52158614,106.2,3.4702,13.836
KIC 8107380,kepler,transit,14.00640392,716.4,4.6919,13.837
TIC 142938659,tess,false_positive,1.0049552,8600.0,0.92,13.8371
KIC 8183911,kepler,blend,8.30697421,158.7,2.76,13.838
KIC 6105462,kepler,transit,89.7224125,263.7,10.963,13.838
KIC 3656121,kepler,transit,76.7324556,685.7,6.243,13.838
KIC 8229361,kepler,variable,370.46262,347.9,9.541,13.84
KIC 8314801,kepler,eclipse,37.183276326,221205.0,14.0996,13.84
TIC 2760710,tess,false_positive,,30400.0,1.51,13.8409
KIC 7385509,kepler,blend,1.655467295,1059.4,3.2424,13.841
KIC 9656397,kepler,eclipse,204.74104758,333804.0,20.5357,13.841
KIC 11402995,kepler,transit,10.06083238,460.2,4.5718,13.844
KIC 10548411,kepler,variable,107.11003503,,2.12,13.845
KIC 6428942,kepler,variable,534.86668,565.0,8.19,13.845
KIC 11038580,kepler,variable,419.4596,131.8,13.53,13.846
KIC 11913052,kepler,blend,3.74785307,145.9,3.444,13.846
KIC 11560897,kepler,transit,110.978266,150.2,11.312,13.848
KIC 10397751,kepler,transit,3.4462125,83.5,2.101,13.851
KIC 8442463,kepler,variable,361.30991,275.6,12.968,13.851
KIC 9838468,kepler,transit,54.4099612,193.0,9.314,13.852
KIC 4946680,kepler,eclipse,8.665259912,1840.6,3.1088,13.852
TIC 278892590,tess,transit,1.5109447,10693.4881603,0.6401499,13.8529
KIC 8308639,kepler,variable,457.513348,562.5,5.763,13.853
KIC 7826659,kepler,transit,211.032819,1953.4,7.119,13.855
KIC 6143819,kepler,variable,28.1117095,119.4,1.689,13.855
KIC 9991621,kepler,blend,18.9257333,188.5,6.149,13.857
KIC 9307966,kepler,blend,3.37487541,53.8,3.085,13.858
KIC 2987433,kepler,eclipse,420.92920358,86013.1,17.3985,13.858
KIC 10722485,kepler,transit,7.84931877,68.2,3.747,13.858
KIC 4445630,kepler,eclipse,5.627911313,434329.0,7.08223,13.858
KIC 9837720,kepler,variable,353.04037,239.6,14.102,13.859
KIC 8548427,kepler,variable,168.84663,215.1,9.75,13.859
KIC 3661886,kepler,transit,12.50945798,155.3,3.479,13.86
KIC 8381693,kepler,variable,21.5702917,148.7,40.4,13.86
KIC 6721380,kepler,blend,6.44173995,107.7,1.635,13.861
KIC 7695093,kepler,eclipse,4.032762189,119350.0,4.14212,13.861
KIC 8165946,kepler,transit,6.42199919,161.6,2.6192,13.862
KIC 3859890,kepler,blend,4.34573349,73.5,2.246,13.864
KIC 3548044,kepler,transit,34.7630543,293.7,4.309,13.865
KIC 6048255,kepler,eclipse,0.57627248,,1.75,13.865
KIC 10989032,kepler,variable,2.305097141,5880.0,1.9378,13.866
KIC 10845188,kepler,eclipse,249.36211832,35830.4,8.3559,13.867
KIC 6069674,kepler,variable,495.71095,443.1,4.514,13.867
KIC 9368524,kepler,variable,229.86928,1659.0,12.91,13.868
KIC 7552701,kepler,blend,1.324247867,83.3,1.4759,13.869
KIC 6887321,kepler,blend,1.65746034,22.9,4.572,13.869
KIC 4990977,kepler,eclipse,2.649026189,52172.0,2.4698,13.87
KIC 6388770,kepler,eclipse,21.3419702,,10.73,13.87
KIC 4841374,kepler,transit,161.4746786,828.2,10.572,13.871
KIC 4908495,kepler,eclipse,1.560158562,240156.0,3.4248,13.871
KIC 8260269,kepler,blend,6.70995253,86.0,2.297,13.872
KIC 6020753,kepler,transit,16.28247625,792.6,2.9227,13.872
KIC 10535807,kepler,eclipse,1.481655821,59134.0,3.4913,13.873
KIC 7189825,kepler,variable,574.69029,276.8,4.269,13.873
KIC 9883606,kepler,transit,4.34195312,73.3,2.598,13.874
KIC 9540675,kepler,blend,3.55643514,45.8,8.529,13.874
KIC 8445775,kepler,eclipse,13.254134073,44979.8,4.34991,13.876
KIC 5962716,kepler,eclipse,1.804591904,137295.0,3.85009,13.877
KIC 12013615,kepler,eclipse,8.202869679,345937.0,7.29811,13.878
TIC 234825296,tess,transit,9.2432303,10879.9770333,2.4045872,13.8786
KIC 8036863,kepler,variable,476.80454,143.6,10.65,13.879
KIC 9945280,kepler,eclipse,0.651731691,20524.2,2.4602,13.879
KIC 3542928,kepler,variable,484.172005,518.2,4.566,13.881
KIC 9851845,kepler,blend,1.08195208,33.6,4.807,13.881
KIC 10965963,kepler,eclipse,6.64024496,224329.0,6.03491,13.881
KIC 11924426,kepler,eclipse,64.713168094,312970.0,5.69869,13.882
KIC 11188249,kepler,blend,2.75505467,85.5,3.426,13.883
KIC 12017140,kepler,eclipse,22.845241036,45676.5,5.3007,13.883
KIC 9872283,kepler,transit,3.126861192,794.6,1.1926,13.884
KIC 10220837,kepler,transit,1.962282625,68.3,1.45,13.885
KIC 7769072,kepler,eclipse,0.60886299,2019.5,1.27896,13.886
KIC 4386059,kepler,blend,2.90060781,124.8,2.563,13.887
KIC 9180566,kepler,variable,51.31346091,,3.94,13.888
KIC 12554051,kepler,variable,365.709623,1033.4,13.553,13.888
KIC 11868122,kepler,variable,384.92275,184.8,9.98,13.889
KIC 8081899,kepler,transit,4.16056658,75.8,2.61,13.889
KIC 4165960,kepler,blend,6.77449545,481.9,2.5416,13.889
KIC 6583107,kepler,variable,30.6261927,162.6,1.107,13.891
KIC 12555140,kepler,variable,655.25732,268.2,20.05,13.892
KIC 10470206,kepler,blend,46.56675437,801.1,7.831,13.893
KIC 5610698,kepler,eclipse,4.132521615,156249.0,12.4949,13.894
KIC 5823557,kepler,blend,2.4044122,42.7,4.575,13.894
KIC 5375194,kepler,transit,13.52252364,690.6,3.987,13.895
KIC 8695779,kepler,eclipse,10.238939876,3153.1,3.4851,13.897
KIC 7133294,kepler,transit,13.6471211,75.0,8.331,13.897
KIC 11967004,kepler,eclipse,1.941635737,69814.1,2.46683,13.898
TIC 23863106,tess,false_positive,3.3078803,32920.0,1.508,13.8994
TIC 176772671,tess,false_positive,1.3326579,37285.6090775,1.5960595,13.8995
KIC 9834719,kepler,eclipse,1.621668852,7662.0,1.7517,13.9
KIC 3848919,kepler,eclipse,0.52363021,367102.0,3.45121,13.901
KIC 3098194,kepler,eclipse,30.476518853,326626.0,10.2264,13.901
KIC 8953296,kepler,eclipse,0.784294574,212526.0,4.18831,13.901
KIC 9873604,kepler,variable,522.33888,423.7,13.53,13.902
TIC 348755723,tess,false_positive,4.503645,12525.725237,1.973292,13.9036
TIC 142211778,tess,transit,3.052057,9403.0926011,3.4817792,13.9069
KIC 6292732,kepler,blend,1.25338826,44.7,3.828,13.907
KIC 4769931,kepler,blend,1.87886973,181.9,3.876,13.907
KIC 10417704,kepler,variable,3.0082548,,2.38,13.907
KIC 8410727,kepler,transit,11.47609015,182.3,5.046,13.908
KIC 6852488,kepler,eclipse,2.172042913,154381.0,8.0331,13.908
KIC 6347299,kepler,transit,14.40090414,379.6,4.1682,13.909
KIC 5796186,kepler,variable,320.18471858,,11.94,13.909
KIC 5621299,kepler,blend,0.93891532,39.1,2.134,13.91
KIC 8177798,kepler,eclipse,1.450205839,25883.7,3.6373,13.91
KIC 2708420,kepler,blend,1.89129881,82.0,5.294,13.911
KIC 5036530,kepler,variable,2.735152701,283.3,0.1046,13.911
KIC 6149980,kepler,variable,603.3102,517.9,8.025,13.911
KIC 11147460,kepler,eclipse,2.053866175,5021.3,4.8045,13.912
KIC 8823893,kepler,blend,1.50650036,45.4,2.762,13.912
KIC 9244508,kepler,transit,40.5289885,360.7,10.604,13.913
KIC 5445681,kepler,transit,20.3504704,101.8,7.225,13.914
KIC 12008872,kepler,transit,14.8877665,252.5,4.981,13.914
KIC 8394721,kepler,transit,27.40229859,747.5,6.8491,13.914
TIC 192826603,tess,transit,2.6473051,21367.8824901,1.211281,13.9143
KIC 4862332,kepler,blend,0.8903331,134.1,2.643,13.915
KIC 7531677,kepler,blend,2.622134451,128.2,4.735,13.915
TIC 137903329,tess,transit,7.3405675,11139.7005929,3.2557004,13.9154
KIC 10337517,kepler,transit,4.29263699,61.4,2.7,13.916
KIC 4252226,kepler,eclipse,21.858963291,117113.0,6.32492,13.916
KIC 8487777,kepler,variable,96.120478,285.4,1.125,13.917
TIC 271042217,tess,transit,1.8555745,10888.0377261,2.3121742,13.9174
KIC 10063044,kepler,eclipse,1.009671584,155117.0,4.37759,13.918
KIC 8652577,kepler,blend,358.818895,666.1,2.503,13.919
KIC 8984706,kepler,eclipse,10.135401047,256062.0,5.6831,13.92
KIC 4372961,kepler,eclipse,2.53470797,328.2,20.143,13.92
KIC 9304561,kepler,blend,1.219049953,53.5,1.477,13.92
KIC 7050754,kepler,eclipse,0.615787196,110.6,3.067,13.921
KIC 8012732,kepler,variable,431.51734,5332.7,16.42,13.922
KIC 9777200,kepler,blend,1.332580225,46.3,2.057,13.922
KIC 8458207,kepler,eclipse,3.530164642,69923.0,4.11466,13.924
KIC 3247294,kepler,eclipse,67.41958542,182171.0,7.645,13.924
KIC 1996180,kepler,transit,3.02558494,128.3,3.0008,13.925
KIC 6421937,kepler,eclipse,359.534371,5732.0,24.205,13.925
KIC 2309587,kepler,eclipse,1.838514245,118965.0,3.2601,13.925
KIC 8554701,kepler,transit,31.1748311,200.2,3.79,13.926
KIC 3003991,kepler,variable,110.1552727,,2.04,13.926
KIC 7884986,kepler,variable,412.227551,819.5,4.303,13.926
KIC 10399137,kepler,variable,385.593209,282.9,2.799,13.927
TIC 169556484,tess,transit,5.3338848,4807.5367749,7.4448687,13.9271
KIC 11361646,kepler,transit,1.88899036,59.0,3.486,13.928
KIC 4149684,kepler,eclipse,4.320850062,75927.4,4.26661,13.928
KIC 10005758,kepler,transit,284.063137,1628.1,8.297,13.929
KIC 10481054,kepler,blend,2.03742712,36.0,3.939,13.929
KIC 8912730,kepler,variable,11.3775281,1651.3,12.918,13.93
KIC 5956038,kepler,variable,256.846143,1706.0,6.289,13.93
KIC 5294739,kepler,eclipse,3.735993484,617987.0,17.4877,13.93
KIC 9995402,kepler,transit,3.57551429,92.8,2.364,13.93
KIC 9649706,kepler,transit,1.569066598,147.2,2.7803,13.93
KIC 4953173,kepler,variable,3.36379289,136.3,23.7,13.931
KIC 2442359,kepler,blend,0.552834211,145.7,1.2887,13.931
KIC 7517261,kepler,transit,23.2385587,161.2,8.432,13.932
KIC 11194032,kepler,transit,28.51117639,1844.6,4.5941,13.933
KIC 11874338,kepler,eclipse,15.9750417,643.5,3.549,13.933
KIC 6766748,kepler,eclipse,7.002865192,349695.0,5.90232,13.934
TIC 271749758,tess,transit,11.714447,12763.9935022,3.5131822,13.9354
KIC 10545066,kepler,transit,19.7830259,373.2,5.4898,13.936
KIC 9963461,kepler,eclipse,10.581581895,112642.0,6.66929,13.936
KIC 8025718,kepler,blend,371.18648,317.9,19.929,13.937
KIC 9641144,kepler,blend,1.089076495,43.7,2.274,13.938
KIC 9527915,kepler,transit,13.22175358,876.5,2.7884,13.938
KIC 8359498,kepler,transit,3.578780566,11382.2,2.91089,13.938
KIC 6463499,kepler,blend,94.446856,436.4,7.502,13.939
KIC 8802165,kepler,transit,17.42115972,928.1,4.9974,13.939
KIC 3851949,kepler,eclipse,54.77145968,7224.8,37.1871,13.939
KIC 7808587,kepler,transit,6.24145791,163.7,3.0998,13.939
KIC 5774375,kepler,eclipse,1.549979213,370546.0,7.5945,13.939
KIC 9578686,kepler,transit,21.3851584,663.9,4.0819,13.94
KIC 6762829,kepler,eclipse,18.795269797,28241.1,9.9816,13.941
KIC 5959719,kepler,transit,6.73808701,92.9,2.591,13.942
KIC 10809677,kepler,eclipse,3.521050679,4879.8,3.5323,13.942
KIC 4645492,kepler,variable,508.04103,371.7,5.398,13.942
KIC 3534118,kepler,eclipse,178.4129899,37510.0,2.9298,13.944
KIC 8711548,kepler,eclipse,18.778162159,488408.0,8.1018,13.944
KIC 10816107,kepler,eclipse,2.161583501,50163.0,4.0537,13.945
KIC 10547378,kepler,eclipse,35.164087,1528.9,86.05,13.945
KIC 4644604,kepler,transit,14.48584765,457.1,3.1365,13.946
KIC 9101279,kepler,eclipse,1.811461128,921671.0,8.42343,13.947
KIC 8178616,kepler,blend,1.01884975,30.9,3.233,13.948
KIC 8738735,kepler,transit,28.7796446,253.2,8.349,13.949
KIC 11043167,kepler,transit,44.9306706,438.4,6.539,13.949
KIC 4656049,kepler,transit,40.6992062,429.9,7.074,13.949
KIC 7764367,kepler,transit,3.173914037,303.0,3.6069,13.949
KIC 9872831,kepler,transit,5.49548533,85.8,2.461,13.95
KIC 8509361,kepler,blend,6.0990118,227.5,3.6112,13.951
KIC 5695524,kepler,transit,59.7711433,574.5,4.843,13.952
KIC 6547322,kepler,blend,1.49131759,25.8,4.721,13.953
KIC 10092312,kepler,eclipse,4.468456599,906.7,1.4195,13.954
KIC 2969638,kepler,variable,1.97362159,,3.29,13.954
KIC 3942670,kepler,transit,12.6119685,76.5,6.372,13.954
KIC 7959310,kepler,variable,350.514,213.5,19.53,13.954
KIC 9663113,kepler,transit,572.376632,1743.4,24.42,13.955
KIC 8479386,kepler,eclipse,5.860377067,361615.0,10.4634,13.955
KIC 10096697,kepler,variable,191.272501,286.5,3.064,13.955
KIC 8316503,kepler,eclipse,5.065329723,155614.0,4.90392,13.955
KIC 9541089,kepler,variable,0.536650896,273.2,4.702,13.956
KIC 7303287,kepler,transit,330.071558,616.7,4.295,13.956
KIC 6311520,kepler,eclipse,0.941840589,388.3,5.06,13.956
KIC 5009743,kepler,transit,41.6980186,440.8,5.7047,13.956
KIC 8494542,kepler,transit,10.86062378,189.6,2.2874,13.957
KIC 9291629,kepler,variable,20.686460198,136154.0,37.7424,13.957
KIC 6938264,kepler,blend,1.121634781,71.5,1.155,13.958
KIC 9818381,kepler,transit,3.024092505,7765.0,2.8021,13.958
KIC 6768394,kepler,transit,11.8984948,130.9,3.015,13.959
KIC 10616829,kepler,eclipse,1.072934147,96883.0,4.50475,13.96
KIC 8506766,kepler,eclipse,48.93786896,7240.1,6.5868,13.96
KIC 6220470,kepler,eclipse,8.144135648,87880.8,8.88876,13.96
KIC 8957954,kepler,eclipse,2.179924994,253149.0,4.87581,13.96
KIC 1724719,kepler,transit,5.79179934,118.5,3.474,13.96
KIC 3952651,kepler,blend,32.9045733,662.3,4.402,13.96
KIC 9366617,kepler,transit,26.5487294,142.0,7.968,13.961
KIC 4157488,kepler,eclipse,5.197420145,91307.3,6.78534,13.961
KIC 8418018,kepler,variable,372.94844,253.5,13.879,13.962
KIC 10419312,kepler,blend,2.493237866,259.2,2.644,13.962
TIC 1333933,tess,transit,3.2757945,11304.975042,2.391701,13.9636
KIC 10342065,kepler,blend,0.93374614,1717.5,6.551,13.964
KIC 8651389,kepler,transit,15.13590453,255.7,2.236,13.964
KIC 4662363,kepler,variable,321.24194284,,10.16,13.964
KIC 7336754,kepler,eclipse,12.155241119,85531.5,6.84353,13.964
KIC 8480285,kepler,transit,16.2254975,120.4,6.471,13.965
KIC 5126627,kepler,variable,1.0094779,,3.72,13.965
KIC 10593535,kepler,transit,20.9254083,109.0,6.783,13.966
TIC 470381900,tess,transit,2.5005291,12579.3504758,0.8809865,13.9664
KIC 9597345,kepler,transit,124.5245224,689.9,9.654,13.967
KIC 4155328,kepler,transit,127.8334997,1829.9,10.914,13.968
KIC 3766353,kepler,eclipse,2.666961614,7583.4,2.4774,13.968
KIC 7212722,kepler,eclipse,2.316171991,251484.0,4.03025,13.969
KIC 8572168,kepler,blend,1.662710314,85.9,1.83,13.97
KIC 7888957,kepler,variable,363.346158,896.0,4.911,13.971
KIC 8608544,kepler,variable,348.68162,309.3,10.959,13.971
KIC 8483021,kepler,variable,361.91436,228.2,8.68,13.971
KIC 10586208,kepler,transit,23.58444746,429.2,5.5545,13.971
KIC 5175024,kepler,transit,23.4772553,141.4,6.735,13.973
KIC 10130646,kepler,variable,390.40832,251.9,7.916,13.974
KIC 7026477,kepler,variable,366.31509,336.0,12.41,13.974
KIC 11769146,kepler,eclipse,282.9656538,467860.0,21.4259,13.974
KIC 3116412,kepler,transit,12.99204853,270.6,6.0175,13.974
TIC 250111245,tess,transit,2.9304371,50830.0,1.73,13.9766
KIC 10525049,kepler,transit,15.5714121,173.5,2.294,13.977
KIC 11457726,kepler,transit,6.22161107,165.0,3.4117,13.977
KIC 1161949,kepler,variable,473.95103,330.6,11.778,13.978
KIC 6471229,kepler,blend,1.75251585,125.9,3.489,13.978
KIC 4285107,kepler,blend,2.243016513,299.6,2.721,13.98
TIC 124778445,tess,transit,1.6751568,17781.0520005,2.2718194,13.9819
KIC 6783732,kepler,blend,0.721335207,31.8,1.509,13.982
KIC 2438513,kepler,blend,8.3606759,194.8,6.287,13.982
KIC 11513441,kepler,blend,85.5692223,539.2,4.954,13.982
KIC 6629588,kepler,eclipse,2.264471713,187430.0,7.1803,13.983
KIC 4144873,kepler,variable,68.538296,1087.0,3.627,13.983
KIC 9569866,kepler,eclipse,1.480324075,400007.0,3.20209,13.983
KIC 5941160,kepler,transit,10.22215697,238.2,1.1939,13.984
KIC 11147276,kepler,eclipse,1.566528935,92511.0,3.2593,13.984
KIC 9886661,kepler,transit,5.082748362,276.7,1.7732,13.984
KIC 10597164,kepler,blend,4.5638537,71.9,13.05,13.984
KIC 10483644,kepler,eclipse,5.110771787,50681.0,2.48392,13.985
KIC 5963591,kepler,variable,146.931518,257.0,23.78,13.986
KIC 9209624,kepler,transit,6.79164656,102.6,3.343,13.987
KIC 5339567,kepler,transit,4.86638504,143.8,2.296,13.987
KIC 9458613,kepler,transit,21.77568158,797.9,7.9588,13.988
KIC 4840263,kepler,eclipse,0.957823876,104692.0,3.7232,13.988
KIC 5887316,kepler,blend,0.603086711,1242.8,1.0869,13.989
KIC 8836224,kepler,variable,194.48732212,,3.6,13.989
KIC 6062088,kepler,transit,3.162692075,503.7,1.9529,13.989
KIC 10208759,kepler,eclipse,2.287515702,358575.0,10.0879,13.99
KIC 8081389,kepler,eclipse,1.489442254,417901.0,5.51392,13.99
KIC 10161534,kepler,variable,198.232389,416.4,1.919,13.991
KIC 5309353,kepler,eclipse,1.376384817,365.9,1.745,13.992
KIC 8161561,kepler,transit,3.275821982,274.9,3.0427,13.992
KIC 12647110,kepler,variable,462.463589,1024.3,5.007,13.993
KIC 3530668,kepler,eclipse,1.946198513,130722.0,4.0336,13.993
KIC 10208894,kepler,variable,183.836254,1046.2,13.088,13.993
KIC 5370944,kepler,variable,35.40103336,,1.75,13.994
KIC 9101496,kepler,transit,67.844689,211.2,11.757,13.996
KIC 9536836,kepler,variable,320.347208,262.8,7.159,13.996
KIC 6629332,kepler,eclipse,2.155278342,20739.0,2.1064,13.997
KIC 5632701,kepler,blend,3.67515329,56.0,7.083,13.997
KIC 6774826,kepler,blend,7.13895376,254.2,4.568,13.997
KIC 7115785,kepler,transit,16.08786246,612.5,3.095,13.998
KIC 9530945,kepler,transit,7.69363627,295.1,5.0324,13.998
KIC 5213005,kepler,variable,484.58335927,,3.2,13.999
KIC 5809890,kepler,transit,2.853133997,277.1,1.465,13.999
KIC 5128673,kepler,transit,87.9724227,866.7,14.638,14.0
KIC 3217264,kepler,transit,160.0191598,1552.8,5.472,14.001
KIC 8162376,kepler,blend,0.706430188,50.8,1.301,14.001
KIC 8589754,kepler,eclipse,8.939461148,357832.0,6.19136,14.002
KIC 5696518,kepler,variable,0.96391996,,3.01,14.002
KIC 4472143,kepler,variable,472.071079,252.6,5.759,14.002
KIC 3745690,kepler,transit,13.54057461,461.0,4.4673,14.002
KIC 8414216,kepler,blend,11.93137992,122.1,3.639,14.003
KIC 9291368,kepler,eclipse,3.796448299,522879.0,11.5917,14.005
KIC 6665695,kepler,transit,5.378868001,483.4,2.7222,14.005
KIC 7021534,kepler,blend,9.06557317,243.4,1.6208,14.005
KIC 9658192,kepler,blend,1.886002102,47.4,1.021,14.007
KIC 5953297,kepler,transit,5.62006198,190.1,2.751,14.009
KIC 8622875,kepler,blend,374.71687,1126.2,52.986,14.012
KIC 6849046,kepler,transit,4.225384543,7563.0,2.82038,14.014
TIC 275717567,tess,transit,4.1723,46257.0,1.684,14.0157
KIC 4274816,kepler,variable,14.3641542,89.2,2.629,14.016
KIC 10328393,kepler,transit,7.62635494,296.1,2.4168,14.017
KIC 7041972,kepler,variable,222.06409878,,2.89,14.017
KIC 2987027,kepler,transit,17.276296682,10458.0,3.94738,14.018
KIC 12600735,kepler,transit,21.30020491,659.8,4.0852,14.02
KIC 4647949,kepler,variable,45.41810604,,5.3,14.022
KIC 3239945,kepler,transit,21.803708,246.4,3.369,14.023
KIC 4586482,kepler,variable,623.005238,140332.0,23.5615,14.023
KIC 5347537,kepler,eclipse,345.1846728,29988.7,6.5468,14.023
KIC 6148271,kepler,blend,1.78526527,1733.1,6.2233,14.026
KIC 5003117,kepler,eclipse,37.60936976,27590.8,6.8615,14.026
KIC 10788461,kepler,transit,9.2075634,1243.1,3.365,14.026
KIC 7123614,kepler,variable,520.58269,348.0,2.264,14.027
KIC 4446411,kepler,blend,0.62927655,839.5,0.9698,14.027
KIC 4157325,kepler,transit,12.20951755,538.1,4.1808,14.028
KIC 10614845,kepler,variable,0.573762943,48.3,2.196,14.028
KIC 9412760,kepler,transit,9.38740646,384.6,1.6165,14.028
KIC 9159242,kepler,blend,3.04468229,71.4,5.951,14.028
KIC 5213902,kepler,blend,1.194812329,189.5,1.3777,14.029
KIC 9651234,kepler,transit,96.9151707,862.8,6.065,14.031
KIC 9205938,kepler,transit,199.66876,251.9,8.996,14.033
KIC 9053086,kepler,eclipse,1.274841686,50253.0,3.5903,14.034
KIC 3970233,kepler,eclipse,8.254912972,19242.4,6.8822,14.034
KIC 8015907,kepler,transit,2.752359689,791.9,2.0722,14.034
KIC 4669402,kepler,blend,143.196381,618.1,10.424,14.034
KIC 3953106,kepler,eclipse,6.58729511,127965.0,8.3582,14.035
KIC 5307568,kepler,blend,2.62838097,89.9,3.193,14.037
KIC 7375100,kepler,variable,98.51783198,,1.65,14.037
KIC 9529733,kepler,eclipse,4.80912667,134093.0,7.9331,14.038
KIC 8380743,kepler,eclipse,1.018861199,291214.0,6.5005,14.039
KIC 8332986,kepler,eclipse,302.38867822,41320.0,3.1229,14.041
KIC 5376836,kepler,eclipse,3.479425638,19550.0,3.4479,14.041
KIC 4932442,kepler,transit,6.93365167,119.6,4.608,14.042
KIC 8612291,kepler,variable,37.0488669,,2.48,14.042
KIC 9412267,kepler,variable,542.16158927,,8.77,14.043
KIC 2860788,kepler,eclipse,2.629870555,101310.0,6.606,14.043
